clus	markerGene	padj	significant
1	LOC5521928	1.4596821430453533e-43	T
1	LOC5520794	1.1723301244837805e-42	T
1	LOC116617678	2.1225479331400907e-42	T
1	LOC5504897	5.017977250722844e-42	T
1	LOC5509415	4.5865458920018344e-41	T
1	LOC5511330	5.589147383376941e-41	T
1	LOC5514304	3.84098845124216e-40	T
1	LOC116618535	7.193473455037467e-40	T
1	LOC5519775	2.8389238218349706e-39	T
1	LOC5521547	5.202847800233223e-39	T
1	LOC5513389	5.8759401354690076e-39	T
1	LOC116617218	7.110515464975252e-39	T
1	LOC5515160	7.769477790355116e-39	T
1	LOC5522088	1.0593965130602071e-38	T
1	LOC5498091	1.1069163555981176e-38	T
1	LOC5514612	9.797746475240851e-38	T
1	LOC5515011	1.4185477323355e-37	T
1	LOC5506880	2.6693689248235986e-37	T
1	LOC5511637	3.169699246334495e-37	T
1	LOC116617252	6.186442275428909e-37	T
1	LOC5505533	9.578835449102828e-37	T
1	LOC5517940	1.7087326587366453e-36	T
1	LOC5506097	2.2493591639480084e-36	T
1	LOC5514146	7.193311984257994e-36	T
1	LOC5522064	1.502429894897278e-35	T
1	LOC5501235	2.2105308660026824e-35	T
1	LOC5502442	3.5429616297316615e-35	T
1	LOC5504406	6.179172909125457e-35	T
1	LOC5507916	1.8986998977472865e-34	T
1	LOC5516447	1.9056618118459602e-34	T
1	LOC5507598	1.9374535055375363e-34	T
1	LOC5515016	2.0715084299756193e-34	T
1	LOC5509668	2.5186838569322927e-34	T
1	LOC5514674	4.7291692623455724e-34	T
1	LOC116614332	6.5462728516408945e-34	T
1	LOC5503466	7.001256693267534e-34	T
1	LOC5520565	1.4886925442022615e-33	T
1	LOC116610603	2.3261919516706346e-33	T
1	LOC5504732	2.666548875262222e-33	T
1	LOC5521884	3.5570990488738786e-33	T
1	LOC5518755	3.570907676438154e-33	T
1	LOC5512556	4.692657471553032e-33	T
1	LOC5506017	6.938140995578539e-33	T
1	LOC125572280	8.154176247917261e-33	T
1	LOC5517471	8.437360520308971e-33	T
1	LOC116619525	1.4353937589103331e-32	T
1	LOC5515072	2.15436004100804e-32	T
1	LOC5505694	6.87146481359447e-32	T
1	LOC116618501	7.826275711158314e-32	T
1	LOC5520521	1.5307168789609908e-31	T
1	LOC5507165	4.195593369799412e-31	T
1	LOC5519547	6.236917922723695e-31	T
1	LOC5500904	6.618193429300459e-31	T
1	LOC116620780	8.667602172308649e-31	T
1	LOC5506748	1.3434185229820084e-30	T
1	LOC5502773	1.3619883639515898e-30	T
1	LOC5514721	1.4404198835988343e-30	T
1	LOC5514720	1.8569364270020644e-30	T
1	LOC5516346	2.5030372559939383e-30	T
1	LOC5517811	2.6064984683873703e-30	T
1	LOC5514765	2.9269383141838638e-30	T
1	LOC5503087	1.0048327634704512e-29	T
1	LOC5496697	1.597023956292949e-29	T
1	LOC5515059	2.111328674937952e-29	T
1	LOC5502014	2.402166236180399e-29	T
1	LOC5521393	4.605707179271376e-29	T
1	LOC5513062	1.4666975096803216e-28	T
1	LOC5504523	5.6382788601817305e-28	T
1	LOC5504728	6.132114120766821e-28	T
1	LOC125570110	7.416165136628347e-28	T
1	LOC5525233	8.085006326901306e-28	T
1	LOC116620819	1.4909519892843481e-27	T
1	LOC5504132	1.674510350256654e-27	T
1	LOC5512993	2.182619604495247e-27	T
1	LOC5508960	2.7133509853115344e-27	T
1	LOC116611824	3.756326646026809e-27	T
1	LOC5512140	6.44037944739368e-27	T
1	LOC5516065	7.96315411124037e-27	T
1	LOC5516134	1.8519039166725276e-26	T
1	LOC5500375	1.915720779542561e-26	T
1	LOC5508901	3.11263431069032e-26	T
1	LOC5515568	4.933824663824178e-26	T
1	LOC5518544	6.326187772795237e-26	T
1	LOC5509219	7.875347381777997e-26	T
1	LOC5507400	1.0813018348775764e-25	T
1	LOC5512574	1.1001888637333156e-25	T
1	LOC5510928	1.2054987788791507e-25	T
1	LOC5511629	1.2678944854196524e-25	T
1	LOC5507707	1.2871581306153457e-25	T
1	LOC5512797	2.9570428355046597e-25	T
1	LOC125572272	3.7716488852213497e-25	T
1	LOC5511833	4.192620499912632e-25	T
1	LOC5518733	4.972360504944515e-25	T
1	LOC5521147	5.231259850638119e-25	T
1	LOC5520634	6.335831095851871e-25	T
1	LOC116614348	1.0715187047179728e-24	T
1	LOC5505577	1.2686553798613332e-24	T
1	LOC5520710	1.5427371739130202e-24	T
1	LOC5520252	1.7234958553430392e-24	T
1	LOC116621200	1.9546127197981766e-24	T
1	LOC5520211	3.9373947803167685e-24	T
1	LOC116613507	4.550948625175465e-24	T
1	LOC5514047	5.235315476955118e-24	T
1	LOC5514500	5.403708963810806e-24	T
1	LOC5517040	7.65497383352868e-24	T
1	LOC5518701	1.2823943158897316e-23	T
1	LOC5508877	1.405049093983859e-23	T
1	LOC5517798	1.4227723969747083e-23	T
1	LOC5502933	1.4465399859839416e-23	T
1	LOC5506471	1.8784016456283908e-23	T
1	LOC5515848	2.2250446476580708e-23	T
1	LOC5514417	3.489157327711983e-23	T
1	LOC5501630	3.614956451762003e-23	T
1	LOC116618639	4.7050060706195664e-23	T
1	LOC5507651	4.9592830553671614e-23	T
1	LOC5501805	6.020450571044162e-23	T
1	LOC5505288	6.020450571044162e-23	T
1	LOC5522189	7.905297110993398e-23	T
1	LOC5502461	9.40758578099507e-23	T
1	LOC116604022	9.466002388828306e-23	T
1	LOC5513984	1.3833024378934826e-22	T
1	LOC5502306	1.6183269687233226e-22	T
1	LOC5504640	2.0425386191642315e-22	T
1	LOC116617584	2.0425386191642315e-22	T
1	LOC5513135	2.0641841107632353e-22	T
1	LOC5515330	2.7559091144981218e-22	T
1	LOC116611993	3.0292003799155746e-22	T
1	LOC5499668	4.560135404853086e-22	T
1	LOC5510413	5.218363240420347e-22	T
1	LOC116602309	5.295333805047654e-22	T
1	LOC5503586	5.935870643521313e-22	T
1	LOC5509972	6.132546646081223e-22	T
1	LOC5509690	7.57234282935044e-22	T
1	LOC5509163	8.459890923551883e-22	T
1	LOC5521285	9.26047469682141e-22	T
1	LOC5521998	1.172704892760627e-21	T
1	LOC5509833	1.7794046152190746e-21	T
1	LOC5510913	1.843939638369375e-21	T
1	LOC116610690	1.950119702820918e-21	T
1	LOC5512855	2.0555955621899695e-21	T
1	LOC116619771	3.2168089532387302e-21	T
1	LOC5511839	5.9674742550004785e-21	T
1	LOC5503436	8.063437030296931e-21	T
1	LOC5511935	8.384944454582371e-21	T
1	LOC5519228	9.740597519514921e-21	T
1	LOC5501176	1.060087291894072e-20	T
1	LOC5502438	1.1142752036978081e-20	T
1	LOC5520158	1.2570151382225704e-20	T
1	LOC5507676	1.3049961560399596e-20	T
1	LOC5522270	1.6403203128608122e-20	T
1	LOC5507576	2.3613592326331903e-20	T
1	LOC5512402	2.7648369903159835e-20	T
1	LOC5521137	3.1210489738972823e-20	T
1	LOC5512653	3.494712513897897e-20	T
1	LOC5501231	3.551441172398078e-20	T
1	LOC116601479	3.837142571589379e-20	T
1	LOC5510027	4.1797382050284575e-20	T
1	LOC116608340	4.503715705255493e-20	T
1	LOC116617693	5.477385924487107e-20	T
1	LOC5500936	5.51970586408934e-20	T
1	LOC5503211	5.79935150910699e-20	T
1	LOC5508953	5.999767511799981e-20	T
